via,placa,numero_placa,latitud,longitud
CR 31AA,85C-84 (0104),,6.27770746,-75.54497067
CR 30,86-70 (0115) LOTE,,6.27844648,-75.54339038
CR 36,92B-97,,6.2838754,-75.5459664
CL 91,28-70 LOTE,,6.28286116,-75.54293096
CR 43,85-80,,6.27747418,-75.55100239
CR 43,85-78,,6.27745728,-75.55100553
CR 42A,85-133,,6.27777404,-75.55065503
CR 36A,86BB-28,,6.28047301,-75.54656336
CR 142C,65-03 (0109),,6.28113746,-75.64221872
CR 55,88-45 (0182),,6.28191774,-75.56724551
CR 56C,89A-94,,6.28300204,-75.56766497
CR 56C,89A-96,,6.28301308,-75.56766511
CR 77,39 SUR-03,,6.18624665,-75.65439263
CR 119AA,57-38 (0112),,6.27397286,-75.6265088
CR 152A,82-757 (0125),,6.30152876,-75.65759094
CR 9,2-10 (0109) LOTE,,6.19628097,-75.54673662
CL 64,140-32,,6.28057084,-75.64141563
CL 64,140-36,,6.28057715,-75.6414364
CR 9,2-10 (0101) LOTE,,6.19881124,-75.54656344
CL 46,10 ESTE-554 LOTE,,6.22846431,-75.5211939
CL 110A,30A-31 LOTE,,6.29827372,-75.54231938
CL 110A,30A-67,,6.2986134,-75.54268872
CL 121,30-14 (0278) LOTE,,6.30243752,-75.5428829
CR 42C,107E-61,,6.29691495,-75.54758664
CR 42C,107E-65,,6.29696287,-75.54758028
CR 42C,107E-57,,6.29688164,-75.54759106
CR 42C,107E-49,,6.29684268,-75.54759623
CR 28A,71BB-23,,6.26755732,-75.5422057
CR 28A,71BB-63 LOTE,,6.26767195,-75.54208943
CR 28A,71BB-23 (0104),,6.26771444,-75.54227542
CR 38,118-16 (0115) LOTE,,6.30084596,-75.54448671
CL 29C,35-20 LOTE,,6.2265927,-75.56257716
CR 33,35-297 (0101),,6.22817508,-75.56313075
CR 38,118-16 (0116) LOTE,,6.30082898,-75.54449285
CR 30A,111-96 (0152),,6.3000211,-75.54425036
CR 81A,4A-37,,6.21558154,-75.60547772
CL 2B,81A-460,,6.21200333,-75.60713531
CR 49A,107C-160 (0256) LOTE,,6.29883863,-75.55299608
CR 48A,107C-43 (0116),,6.29836205,-75.55185897
CL 107A,42B-52 LOTE,,6.29514042,-75.54840184
CL 101C,22D-03,,6.289825,-75.53762732
CL 101C,22B-93 (0175),,6.28972083,-75.53654397
CL 101C,22B-93 (0150),,6.28974371,-75.53702885
CL 101C,22B-93 (0166),,6.28978468,-75.53664606
CL 101C,22B-93 (0138),,6.28986468,-75.53695269
CL 101C,22D-17,,6.28987112,-75.53793908
CR 52,100C-08 (0142),,6.29429553,-75.56024134
CR 49C,112-48 (0115),,6.30286671,-75.55216442
CR 43,124-69,,6.30414958,-75.54662763
CL 117,48B-165,,6.30310582,-75.55208682
CR 49C,112-48,,6.30285842,-75.55212582
CR 49C,112-48 (0110),,6.3028592,-75.55206922
CR 49C,112-38 (0183),,6.30281133,-75.55200913
CR 50A,103-77,,6.29802651,-75.55559827
CL 97,34B-92,,6.2876334,-75.54573318
CL 97,34B-82,,6.2876144,-75.54562495
CL 97,34B-84,,6.28761678,-75.54563481
CR 30,89-52 (0200) LOTE,,6.27998992,-75.54271577
CR 30,86-70 (0472),,6.27985242,-75.54367111
CR 31,93-109 (0124),,6.2862268,-75.54269385
CR 42B,91-122,,6.28296166,-75.55003919
CR 30,79B-38 (0106),,6.27137793,-75.54348874
CR 39,71A-80 (0170),,6.26755923,-75.54920681
CL 71C,37-109,,6.26773934,-75.54911478
CL 71C,37-147,,6.26792969,-75.54946584
CR 70A,92E-11,,6.28750391,-75.57550117
CR 31AA,85B-74 (0113),,6.27729494,-75.5446573
CR 71,92EE-22,,6.28790094,-75.57541295
CR 71,92EE-24,,6.28792244,-75.57539562
CR 48B,117-15 (0128),,6.3026426,-75.55125007
CR 48B,117-15 (0132),,6.30259771,-75.55118083
CR 48B,117-15 (0136),,6.30256369,-75.55111012
CR 48B,117-67,,6.3028926,-75.55061187
CL 118,48B-27 (0103),,6.30306895,-75.55078125
CL 107C,35-30 (0101),,6.29493074,-75.54469448
CL 36C SUR,69B-05,,6.18768151,-75.64988844
CL 37 SUR,69C-16 (0116),,6.18759623,-75.64991864
CR 69B,36C SUR-13,,6.18762889,-75.64980683
CL 37 SUR,69C-16 (0112),,6.18756824,-75.64989038
CR 69B,36C SUR-21,,6.18758869,-75.64976767
CL 37 SUR,69C-16 (0108),,6.18752914,-75.64985082
CL 37 SUR,69C-16 (0117),,6.1876065,-75.649929
CR 69B,36C SUR-07,,6.18767359,-75.64985034
CL 37 SUR,69C-16 (0110),,6.18755048,-75.64987246
CR 55D,36D SUR-07,,6.18692118,-75.63983657
CR 9,2-10 (0130) LOTE,,6.19440527,-75.54607728
CR 116D,34AA-18,,6.24716218,-75.62882636
CL 83,40-23 (0116),,6.27415552,-75.54935959
CL 83,40-23 (0117),,6.27420279,-75.54935181
CL 83,40-23 (0120),,6.27427856,-75.54933892
CL 83,40-23 (0122),,6.27432783,-75.54933058
CL 33,21A-317,,6.22413931,-75.54985155
CR 116D,34AA-08,,6.24629817,-75.62887805
CR 66B,41A SUR-83,,6.18350036,-75.6478532
CR 22,81-69 (0108),,6.27329526,-75.53575399
CL 34B,113D-273,,6.24735329,-75.62868603
CL 7C,24 ESTE-43,,6.20565959,-75.51636599
CL 7C,24 ESTE-127,,6.20537838,-75.51558943
CL 7C,24 ESTE-123,,6.20541025,-75.51544926
CR 27B,102C-25 LOTE,,6.29280693,-75.53971613
CL 106BB,21B-35,,6.29316189,-75.53683842
CL 94,40-62 (0135),,6.28575845,-75.54971924
CR 38,110CC-07,,6.30009069,-75.54512403
CL 107E,38A-11 (0106),,6.29620281,-75.54691404
CL 104,50A-129 (0102),,6.2948257,-75.5577884
CR 37,110A-84 (0244) LOTE,,6.2991819,-75.54507971
CR 36C,107-30 (0112),,6.29407123,-75.54532563
CR 52,100-14 (0243),,6.29310155,-75.56124152
CR 52,100-52 (0210),,6.29330451,-75.5611045
CR 50A,106-104,,6.29810165,-75.55541809
CR 42,84-81,,6.27636564,-75.55038156
CR 42,84-01,,6.27580639,-75.5504843
CR 30,70-29 (0121),,6.26476616,-75.54354406
CL 84,42-14 (0103),,6.27586694,-75.5506131
CR 27,71-83,,6.26570877,-75.54073478
CR 27,71-51 (0108),,6.26539968,-75.54095618
CR 36B,75C-42,,6.2701632,-75.54717416
CR 31,85C-34 (0128),,6.27747603,-75.54435265
CR 31,85C-43,,6.27745389,-75.54448124
CR 25,75C-19 (0138),,6.26830593,-75.53861583
CR 25,75C-144 (0154),,6.27036585,-75.53847818
CR 36B,75C-65,,6.27042542,-75.547188
CR 36,86B-71,,6.28035369,-75.54621891
CR 112,36C-23 (0101),,6.24971479,-75.62364865
CL 36C,112-22 (0101),,6.24957158,-75.62384914
CR 43,88-102,,6.28097941,-75.55051658
CL 36C,112-70,,6.24941461,-75.62409095
CR 24C,90C-04 LOTE,,6.28245637,-75.54044644
CL 103A,37-66 (0112),,6.29235315,-75.54634092
CL 72,27C-27,,6.26797339,-75.54169246
CL 104,37-143,,6.29253416,-75.54680926
CR 119A,54-251,,6.27189172,-75.62603491
CR 119A,54-247 (0131),,6.27186017,-75.62605274
CR 119A,54-247 (0130),,6.27190961,-75.62619824
CR 51,41-118,,6.24306538,-75.57119276
CR 51,41-128,,6.2432093,-75.57113601
CL 94D,79A-95,,6.29308431,-75.58372221
CR 51,41-114,,6.24299823,-75.57121924
CL 94D,79A-105,,6.29309611,-75.58384972
CL 94D,79A-103,,6.29309279,-75.58381388
CR 83,94-150,,6.29331724,-75.58408948
CR 50,41-103,,6.24260208,-75.57070087
CR 49C,112-06,,6.30251107,-75.55197127
CR 17,63BC-11 LOTE,,6.2561513,-75.53772586
CR 17A,63BC-08,,6.25590042,-75.53786199
CR 17,63BC-21,,6.25624511,-75.53784607
CR 49,18-470 LOTE,,6.22427351,-75.57614287
CR 49,18-500 LOTE,,6.22455828,-75.57610224
CR 48,16A-35,,6.21828781,-75.57589017
CR 26,46-82,,6.23767472,-75.55085636
CL 95AA,31-120,,6.28627811,-75.5434509
CR 31B,95B-28 (0106),,6.28648945,-75.5432798
CR 28,107-221 (0112),,6.29590705,-75.5400542
CL 94,40-62 (0128),,6.28577562,-75.54970376
CL 94,40-62 (0115),,6.28577191,-75.54968809
CR 38,118-16 (0125),,6.30058565,-75.54451295
CR 38,118-16 (0114) LOTE,,6.300876,-75.54453465
CR 38,118-16 (0108),,6.3009174,-75.54449888
CR 42B,107-28 LOTE,,6.29473527,-75.54775052
CL 107E,37B-36 (0116),,6.29646939,-75.54682609
CL 107D,38A-44,,6.29601218,-75.54732674
CR 85,50D SUR-68 (0110),,6.17632845,-75.66037556
CR 85,50D SUR-68 (0115),,6.17630834,-75.66042697
CR 44A,103-55,,6.29300122,-75.55092313
CR 46,115-09,,6.30167254,-75.54872184
CL 97,50D-10,,6.28967299,-75.56011747
CL 108E,28C-06,,6.29956365,-75.53918168
CR 85,50D SUR-70,,6.17621898,-75.66080455
CL 51A,54A ESTE-40,,6.23602339,-75.47596001
CL 51A,53 ESTE-76 LOTE,,6.23577935,-75.47661559
CL 51A,53 ESTE-02 (0102),,6.23570431,-75.47731119
CL 51A,53 ESTE-02 (0103),,6.23577286,-75.47736765
CL 51A,53 ESTE-12,,6.23584575,-75.47743628
CR 31,71-14 (0106),,6.26543574,-75.54369246
CR 54A ESTE,51A-89,,6.23658331,-75.4765194
CL 104,45-35 (0129),,6.29347652,-75.55161394
CR 40,44-65,,6.24194884,-75.56274995
CL 49,12-07,,6.23214181,-75.54062379
CL 49,12-11,,6.23214962,-75.54065135
CL 44CC,9D-13,,6.22888411,-75.54215193
CL 49,12-19,,6.23216818,-75.54071449
CL 49,12-15,,6.23215885,-75.54068382
CL 49,12-01,,6.23214184,-75.54055786
CL 75B,32-211,,6.26804628,-75.54613161
CL 44CC,9D-52,,6.22920861,-75.54228098
CR 36B,75C-02,,6.26995822,-75.54747594
CR 48C,106-29 LOTE,,6.29638194,-75.5541505
CL 105C,48C-66,,6.29641501,-75.55477262
CR 49B,105C-16,,6.29665138,-75.55501505
CL 105CA,48C-113,,6.29668345,-75.55492212
CR 36A,75C-21,,6.26957046,-75.54686988
CR 31,93-109 (0152),,6.28533883,-75.54291774
CL 71C,30-165,,6.26754861,-75.54338679
CR 30,71B-25,,6.26718066,-75.54299715
CR 30,71B-27,,6.26717347,-75.54299016
CR 30,68B-28,,6.2632337,-75.54332129
CR 31,93-157 (0120),,6.28568754,-75.54258791
CR 33,71B-02,,6.26716386,-75.54536889
CL 71,30-29 (0303),,6.2650103,-75.5434524
CR 27,68A-38 (0168),,6.26253996,-75.54097207
CR 31,71A-18 (0145),,6.26641562,-75.54369817
CL 91,31BB-30,,6.28268576,-75.54429754
CL 34,80A-46,,6.24080062,-75.60152935
CL 31A,65F-40,,6.23446393,-75.58661419
CL 31A,65F-36,,6.2344653,-75.58655985
CR 80B,34A-02,,6.24098508,-75.60178758
CR 80B,34A-06,,6.24103831,-75.60178394
CR 152A,82-757 (0120) LOTE,,6.3013824,-75.65766711
CR 111D,13-20,,6.21960746,-75.63521435
CR 52,82A-143,,6.27778925,-75.56400763
CR 52,82A-135,,6.27766914,-75.56397079
CL 101,43B-41,,6.29090692,-75.55082313
CR 43C,100-12 (0110),,6.29044197,-75.55111921
CR 48B,117-15 (0140),,6.30254665,-75.55105381
CL 38 SUR,84B-60 (0101),,6.18693052,-75.66119531
CR 48B,117-15 (0142),,6.30253588,-75.55101112
CR 85,37 SUR-86 (0101),,6.18706592,-75.6612793
CR 48B,117-79,,6.30297731,-75.55057534
CR 48B,117-81,,6.30299808,-75.55057103
CR 48B,117-93,,6.30308084,-75.55054562
CL 63BB,17C-11,,6.25522907,-75.53890054
CL 34BB,105B-37,,6.24624282,-75.62092741
CR 43,108-118 (0116),,6.29808827,-75.54798174
CR 44,94-06 LOTE,,6.28566154,-75.55113382
CR 30,101B-51,,6.29102252,-75.54151852
CL 94,43B-20 (0110),,6.28583564,-75.55088088
CR 46,111-44 (0113),,6.30160638,-75.54839177
CR 37A,102C-54,,6.29171429,-75.54589821
CR 38A,102C-30 (0112),,6.29154653,-75.54635866
CR 94A,78B-56,,6.29063091,-75.59412766
CR 37,102C-01,,6.29152531,-75.54537803
CR 94A,78B-66,,6.29067915,-75.59409808
CL 76CC,81D-53,,6.27854351,-75.59082403
CL 76C,81D-44,,6.27843519,-75.59089306
CL 76C,81D-40,,6.27839671,-75.59087351
CL 76C,81D-42,,6.27842381,-75.5908873
CL 76CC,81D-43,,6.2784875,-75.59079577
CL 76CC,81D-39,,6.27844536,-75.59077452
CL 76C,81D-50,,6.27847746,-75.59091454
CL 75C,36A-59,,6.26973171,-75.54741447
CL 75C,36A-61,,6.26974022,-75.5474237
CR 34,75A-72,,6.26795526,-75.54630807
CR 36B,75B-26,,6.26969032,-75.5477375
CR 36B,75B-20,,6.26966957,-75.54775695
CR 28,71-46 (0142),,6.26565319,-75.54158613
CL 98,34-01,,6.28751527,-75.54433735
CL 89,30-63 LOTE,,6.28022227,-75.54389348
CR 25,75C-01 (0282),,6.26936461,-75.53697
CL 71C,34-31 (0101),,6.26708359,-75.54661228
CR 25,49B-30 (0106),,6.2707227,-75.54025117
CL 71C,34-31 (0110),,6.26693024,-75.54664059
CR 24,75C-230,,6.27156951,-75.53761216
CR 25,75C-01 (0328) LOTE,,6.26922291,-75.53663448
CR 24E,79C-74 LOTE,,6.27176164,-75.53922932
CR 32,84A-34,,6.27581164,-75.54482563
CR 89,47DD-16,,6.25813095,-75.60502797
CR 36,86B-126,,6.28069206,-75.54580952
CR 102,48DD-42 (0101),,6.26054479,-75.61718993
CL 48DD,101-126,,6.26023947,-75.61725752
CL 48DD,101-92,,6.26032205,-75.61695171
CL 48DD,101-70 (0110),,6.26060466,-75.61673369
CR 52,1-67,,6.20809447,-75.58576708
CR 52,1-91,,6.20830787,-75.58567463
CR 52,1-123,,6.20856189,-75.58556458
CR 52,1-119,,6.20853458,-75.58557641
CL 107C,35-48 (0103),,6.29505265,-75.54456402
CR 152A,82-721 (0125),,6.30137657,-75.65736257
CR 52,82A-145,,6.27780464,-75.56401411
CR 17B,63BB-19,,6.25569039,-75.53813368
CR 110,35F-28,,6.24893933,-75.62151638
CR 17,63BC-05 LOTE,,6.2561275,-75.53770609
CR 110,35F-30,,6.24897104,-75.62151221
CR 110,35F-16 (0109),,6.24885755,-75.62150862
CR 110,35F-38,,6.24901509,-75.62151818
CR 109,35F-37,,6.24921491,-75.6214348
CR 110,35F-16 (0105),,6.24880926,-75.62145696
CR 110,35F-54,,6.24916906,-75.62150846
CR 17,64A-31 (0118),,6.25607627,-75.53792693
CL 60A,59C-34,,6.25441441,-75.5377541
CL 44CC,9D-42,,6.22911149,-75.54222389
CR 42B,91-94 (0104),,6.28272823,-75.54973343
CL 44D,9D-24,,6.22909882,-75.54190449
CR 28A,107B-122,,6.2969143,-75.53998251
CL 126,42E-05 (0105),,6.30379839,-75.54442398
CL 126,42E-05 (0107),,6.30381639,-75.54449849
CR 42B,110CC-11 (0120),,6.30050455,-75.54596782
CL 126,42E-29 (0105),,6.30385156,-75.54455678
CL 125C,42B-49 (0101) LOTE,,6.30356729,-75.54331478
CL 126,42E-29 (0204),,6.30384809,-75.5445467
CL 125C,42B-49 (0110) LOTE,,6.30356367,-75.54341507
CL 125C,42B-139,,6.30349377,-75.54408509
CL 63,128-02 LOTE,,6.27941456,-75.63379186
CL 64,128-02,,6.27944389,-75.63384403
CR 36C,107-30 (0120),,6.29417668,-75.54536373
CL 64,128-42 (0106),,6.27989587,-75.63413202
CL 64,128-42,,6.27970791,-75.63418914
CL 64,128-42 (0110),,6.27995128,-75.63413273
CL 64,128-42 (0114),,6.27991322,-75.6341761
CL 64,128-40 (0103),,6.27967286,-75.63416405
CL 108B,28AE-24,,6.29855656,-75.53942074
CL 125B,42EE-16 (0108),,6.30409654,-75.54601991
CR 43,110B-25,,6.29975821,-75.54727526
CL 110B,43A-55,,6.29955985,-75.54811235
CR 43A,110A-45,,6.29967378,-75.54774134
CR 33B,107B-43 LOTE,,6.29521048,-75.5439615
CR 51A,97-47 LOTE,,6.29034566,-75.5613006
CR 33B,107B-68 LOTE,,6.29498426,-75.54390798
CL 61A,119B-28,,6.27769063,-75.62572891
CL 61A,119B-30,,6.27769703,-75.6257502
CL 112,47-03 (0117),,6.30170286,-75.54999976
CL 61A,119B-60,,6.27776848,-75.6259878
CL 61A,119B-62,,6.27777473,-75.6260086
CL 41B SUR,60E-37,,6.18372804,-75.64246993
DG 60E,41B SUR-03,,6.18379541,-75.64220981
CL 41B SUR,60E-27,,6.18372475,-75.64236354
CL 41B SUR,60E-11,,6.18377002,-75.64224575
DG 60E,41B SUR-07,,6.18376023,-75.6421683
CL 41C SUR,60E-20,,6.1834977,-75.64214011
CL 41B SUR,60E-31,,6.18372721,-75.64240502
CL 41 SUR,55E-21,,6.18423292,-75.63975275
CR 82B,54A-86 (0201),,6.27097894,-75.59836415
CR 82B,54A-58,,6.27076829,-75.59828673
CR 82A,54A-75,,6.27079175,-75.59800598
CR 82A,54A-73,,6.27076985,-75.59800739
CL 12C SUR,54-88 (0118),,6.19772487,-75.59374914
CR 28F,110B-46,,6.2999541,-75.54127107
CR 28F,110B-44 (0123),,6.29995453,-75.54114397
CR 28F,110B-44 (0116),,6.30006118,-75.54109876
CR 28F,110B-64 (0105),,6.30004511,-75.54123573
CR 28E,108DB-27 (0114) LOTE,,6.30017327,-75.54112383
CR 28F,110B-44 (0120),,6.299946,-75.54111737
CL 37 SUR,79-63 (0105),,6.1875927,-75.65630676
CL 38 SUR,84B-02,,6.18688388,-75.6606744
CR 75,52A SUR-04,,6.17478113,-75.65217059
CR 79,37 SUR-27,,6.1872419,-75.655824
CR 79,43 SUR-45,,6.18333515,-75.65630695
CL 42 SUR,67-47 LOTE,,6.18290701,-75.64864151
CR 34,98-78 (0114),,6.28844636,-75.54433438
CR 54E,47A SUR-06,,6.17886162,-75.63696265
CR 32,98-91 LOTE,,6.28852023,-75.5440707
CL 99B,31B-36,,6.28882675,-75.54366397
CL 99B,31B-46,,6.28882117,-75.54376393
CL 99B,31B-44,,6.28882063,-75.54373639
CL 100B,31B-89 (0116),,6.28895173,-75.54364991
CR 132,60AA-15 (0113),,6.2761277,-75.63771425
CL 60AA,132-26,,6.27595575,-75.63788716
CL 60AA,132-24,,6.27593913,-75.63786965
CR 132,60AA-11,,6.27584305,-75.63755143
CR 132,60AA-15 (0101),,6.2759542,-75.63755798
CR 68A,55 SUR-38,,6.17420418,-75.64912886
CR 26,101AC-08,,6.28974385,-75.53970693
CL 101AC,25-56 (0105),,6.28970059,-75.53955663
CR 59C,41D SUR-22,,6.18279632,-75.64091296
CR 41A,30C-59 (0009) LOTE,,6.23208632,-75.567387
CR 41A,30C-59 (0008) LOTE,,6.23206942,-75.56736763
CR 41A,30C-59 (0006) LOTE,,6.23208525,-75.56732721
CL 69,121-118,,6.28743974,-75.6278506
CL 31,110-180,,6.23389755,-75.63217022
CL 31,110-162,,6.23383405,-75.6319485
CL 60AA,132-16,,6.27586026,-75.63777911
CR 132,60AA-15 (0102),,6.27600163,-75.63759622
CR 132,60AA-15 (0105),,6.27603184,-75.63762112
CL 60AA,132-30,,6.27597133,-75.6379286
CR 132,60AA-15 (0117),,6.27615351,-75.63774095
CR 132,60AA-15 (0119),,6.27616305,-75.63775083
CR 75A,9A-34,,6.21898433,-75.59821132
CL 125B,43A-05 (0101),,6.30440585,-75.54718579
CR 79,43 SUR-41,,6.18335481,-75.65630239
CR 28,107-334 (0101),,6.2965998,-75.53923654
CR 28,107-300,,6.29635709,-75.53985988
CL 48 SUR,72-241,,6.17855727,-75.65321828
CL 107B,27B-90 (0135) LOTE,,6.29530792,-75.539736
CR 75,48 SUR-04,,6.17851357,-75.65328459
CL 44 SUR,83C-50,,6.18283697,-75.66107213
CR 83,42A SUR-11,,6.18443414,-75.659476
CR 108,47B-110,,6.25926915,-75.62260008
CR 108,47D-182,,6.25978532,-75.62301169
CL 48B,107C-119 (0139),,6.26010238,-75.62255308
CL 38 SUR,85A-03,,6.18688718,-75.66182091
CR 49,106-04 LOTE,,6.29630751,-75.55362588
CR 48B,106-71,,6.29681277,-75.55318831
CR 48B,106-07 (0105) LOTE,,6.29630271,-75.55359733
CR 28F,110B-44 (0125),,6.29994402,-75.54117766
CR 28F,110B-44 (0127),,6.29993783,-75.54120454
CR 28F,110B-64 (0107),,6.30005247,-75.54120486
CR 28E,108DB-27 (0108),,6.3002152,-75.54103051
CR 28F,110B-52,,6.30001143,-75.54127819
CL 75,149-05,,6.29610149,-75.64447939
CR 131B,55-24 (0103),,6.27072854,-75.63758318
CL 42 SUR,67-30 LOTE,,6.18304083,-75.64929802
CL 39D SUR,69D-30,,6.18538237,-75.64992475
CR 70,39A SUR-41,,6.18572158,-75.65022257
CL 49,117B-110,,6.26536721,-75.6257667
CR 151AB,99AB-169,,6.31576792,-75.65741382
CR 151AB,99AB-155 (0105) LOTE,,6.31559258,-75.65795829
CL 66,136C-13,,6.28176595,-75.63956142
CR 151AB,99AB-187,,6.31592536,-75.65740036
CR 79,43 SUR-53,,6.18328228,-75.65632318
CR 79,43 SUR-61,,6.18319436,-75.65634692
CR 79,43 SUR-69,,6.18313276,-75.65635887
CR 79,43 SUR-55,,6.18321726,-75.65634343
CR 63,41B SUR-37,,6.18350251,-75.64347933
CR 59A,48D SUR-30,,6.17706227,-75.64073346
CR 59A,48D SUR-48,,6.17690091,-75.64074035
CR 59A,48D SUR-24,,6.1771214,-75.64072311
CR 59A,48D SUR-36,,6.1770146,-75.64073105
CR 59A,48D SUR-18,,6.17717007,-75.64072554
CL 52,19-69,,6.23859225,-75.54442176
CL 38 SUR,85A-136,,6.18753483,-75.6627057
CL 38 SUR,85A-134,,6.18751902,-75.66267222
CL 38 SUR,85-14 (0115),,6.18718632,-75.66147986
CR 85,37 SUR-89,,6.1870433,-75.66133131
CR 246,120-288 (0130) LOTE,,6.33384168,-75.71380399
CR 170,70-479 (0140) LOTE,,6.3029684,-75.68027163
CR 116D,34AA-130,,6.24733072,-75.62881803
CR 61B,49 SUR-22 LOTE,,6.17698199,-75.64234118
CR 116D,34AA-128,,6.24729463,-75.62882021
CR 116D,34AA-104,,6.24711696,-75.62882842
CR 132,60AA-15 (0107),,6.27607293,-75.63765757
CR 132,60AA-15 (0109),,6.276087,-75.63767213
CL 52B SUR,70-105,,6.1748915,-75.65071154
CR 79,41 SUR-62,,6.18475498,-75.65605902
CR 129,72-298 (0117),,6.29196131,-75.63025076
CR 129,72-298 (0113) LOTE,,6.29196119,-75.63031171
CR 129,72-298 (0119),,6.29204718,-75.63031436
CR 69A,36 SUR-172,,6.18802942,-75.64969641
CL 36E SUR,55E-42,,6.186716,-75.6402861
CL 36E SUR,55E-46,,6.18670873,-75.64031122
CR 59C,41D SUR-04,,6.183061,-75.64080032
CL 36D SUR,55E-53,,6.18693254,-75.64037812
CL 36D SUR,55E-49,,6.18693903,-75.64035165
CL 48 SUR,66B-134,,6.17838188,-75.64914678
CR 89A,48E-40,,6.26002909,-75.60652939
CR 89,48E-09,,6.26001249,-75.6062174
CL 99,51A-61,,6.2923194,-75.56181915
CL 99,51A-45,,6.29227976,-75.56166013
CR 69,41B SUR-96,,6.18309765,-75.64919747
CR 60D,40A SUR-38 (0197),,6.18487895,-75.63989018
CR 60D,40A SUR-38 (0178),,6.18516247,-75.63990076
CR 60D,40A SUR-38 (0162),,6.18490314,-75.64024622
CR 60D,40A SUR-38 (0168),,6.18499809,-75.6401197
CR 60D,40A SUR-38 (0181),,6.18521438,-75.63984366
CR 60D,40A SUR-38 (0177),,6.18515167,-75.63992718
CR 60D,40A SUR-38 (0134),,6.18528116,-75.63989017
CR 60D,40A SUR-38 (0182),,6.18522394,-75.63981888
CR 60D,40A SUR-38 (0163),,6.18491504,-75.64023031
CL 39D SUR,66A-57 (1200),,6.18534539,-75.64770559
CL 39D SUR,66A-57 (0197),,6.18529287,-75.64772699
CL 39D SUR,66A-57 (0196),,6.18528081,-75.6477331
CR 60D,40A SUR-38 (0117),,6.18529588,-75.64024304
CR 60D,40A SUR-38 (0165),,6.18494894,-75.64018515
CR 60D,40A SUR-38 (0170),,6.18502916,-75.64007831
CR 70,40A SUR-48,,6.18442973,-75.65019492
CR 79,38 SUR-40,,6.18636687,-75.65589757
CR 79,37 SUR-42,,6.18697127,-75.65585638
CR 79,37 SUR-40,,6.18699529,-75.65584953
CL 3D,81A-97 LOTE,,6.21411274,-75.60612132
CR 79,37 SUR-36,,6.18704291,-75.65583592
CL 92CC,66A-18,,6.28554201,-75.57290474
CL 55 SUR,70-01 LOTE,,6.17398365,-75.65113249
CL 56 SUR,72-03 LOTE,,6.17385748,-75.65056359
CL 42B,81A-08,,6.24829076,-75.60322446
CR 68,55 SUR-37,,6.17418075,-75.64899533
CR 68,55 SUR-33,,6.17421612,-75.64898796
CR 68,55 SUR-29,,6.17424934,-75.64898104
CL 99A,31B-10,,6.2884575,-75.54347317
CR 74A,38A SUR-21,,6.18629802,-75.65261596
CR 73A,37 SUR-113,,6.18726024,-75.65192021
CL 110B,30A-99,,6.29923181,-75.54330349
CL 110B,30A-57 (0136) LOTE,,6.29901606,-75.54318599
CL 110,30A-68 (0122) LOTE,,6.29865891,-75.54283521
CL 49,29-90,,6.24089502,-75.55272735
CL 48BA SUR,55DD-10 LOTE,,6.17776887,-75.63912771
CR 62,49C SUR-08 LOTE,,6.17681773,-75.6430452
CR 109A,31-89,,6.23383985,-75.62947809
CR 109A,31-109 LOTE,,6.23399189,-75.62959087
CL 55 SUR,55D-28,,6.17529308,-75.63829311
CL 52B SUR,72-103,,6.17464527,-75.65182269
CL 52B SUR,72-91,,6.1746693,-75.65171424
CL 52B SUR,72-67,,6.17471408,-75.65151218
CR 75,50E SUR-60 LOTE,,6.17586705,-75.65244244
CR 75,50E SUR-28 LOTE,,6.17603949,-75.65247616
CL 50E SUR,72-59 LOTE,,6.17608442,-75.65167065
CL 38 SUR,84A-14 (0123),,6.18708096,-75.66061789
CL 38 SUR,84A-14 (0115),,6.18723189,-75.66062018
CL 40B SUR,62A-28,,6.1847819,-75.64303578
CR 25B,37-104,,6.23003823,-75.55393789
CL 38 SUR,74A-71,,6.18673062,-75.65297431
CL 38 SUR,74A-77,,6.18671885,-75.65302999
CL 38 SUR,74A-73,,6.18672365,-75.65300743
CR 55,80B-06,,6.27529692,-75.56563067
CR 50B,96-100 (0123) LOTE,,6.28908316,-75.55829521
CR 80,38B-65,,6.24790114,-75.59961947
CL 106BB,27B-15,,6.2939055,-75.53989173
CR 27B,106B-03 LOTE,,6.29357598,-75.53996321
CL 39FD,120-104,,6.25472851,-75.62988464
CR 120D,39FD-22 (0168),,6.25512206,-75.62995438
CR 120D,39FD-74,,6.25529445,-75.6304076
CL 39FD,120-82,,6.25467244,-75.6297089
CL 39FD,120-76,,6.25463097,-75.62959097
CR 120D,39FD-66,,6.25525209,-75.63039621
CL 39FD,120-70,,6.25466634,-75.6294996
CR 66B,47C SUR-46 (0109),,6.17907253,-75.64778037
CR 59,42A SUR-04,,6.18217963,-75.64023134
CL 45 SUR,83C-29,,6.18233024,-75.66063881
CL 45 SUR,83C-57,,6.18215049,-75.6608305
TV 48B SUR,61C-03,,6.17801956,-75.64185741
CL 45 SUR,83C-117,,6.18178967,-75.66119809
CL 45 SUR,83C-21,,6.18237009,-75.66059979
CL 62D,94B-15,,6.27836471,-75.60566849
CL 45 SUR,83C-55,,6.18218088,-75.66079861
CL 45 SUR,83C-113,,6.18181436,-75.66116853
CR 80,39 SUR-11,,6.18615848,-75.65667405
